index,source,reference,prediction,inference_time_ms,source_length,reference_length,prediction_length,exact_match,edit_distance,normalized_edit_distance,cer,similarity,char_accuracy,length_ratio
1787,sampattiyon,संपत्तियोंं,सम्पत्तियों,388.16380500793457,11,11,11,0,3,0.2727272727272727,0.2727272727272727,0.7272727272727273,0.18181818181818182,1.0
1788,swaadpremiyon,स्वादप्रेमियों,स्वादप्रेमियों,455.63507080078125,13,14,14,1,0,0.0,0.0,1.0,1.0,1.0
1789,padsthaapan,पदस्थापन,पैडस्थापन,458.8351249694824,11,8,9,0,2,0.2222222222222222,0.25,0.7777777777777778,0.125,1.125
1790,maanginaa,मांगीना,माँगीना,386.59048080444336,9,7,7,0,1,0.14285714285714285,0.14285714285714285,0.8571428571428572,0.8571428571428571,1.0
1791,peeechdablyuseees,पीएचडब्ल्यूसीएस,पीछदब्ल्यूसीज़,528.1178951263428,17,15,14,0,5,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.13333333333333333,0.9333333333333333
1792,haradil,हरदिल,हरादिल,387.8669738769531,7,5,6,0,1,0.16666666666666666,0.2,0.8333333333333334,0.4,1.2
1793,dow,डीओडब्ल्यू,दौ,312.7787113189697,3,10,2,0,10,1.0,1.0,0.0,0.0,0.2
1794,fixingah,फिक्सिंगः,फ़िक्सिंगाह,420.7744598388672,8,9,11,0,3,0.2727272727272727,0.3333333333333333,0.7272727272727273,0.1111111111111111,1.2222222222222223
1795,protekts,प्रोटेक्ट्स,प्रोटेक्ट्स,420.26233673095703,8,11,11,1,0,0.0,0.0,1.0,1.0,1.0
1796,chaunkana,चौंकना,चौंकना,420.58539390563965,9,6,6,1,0,0.0,0.0,1.0,1.0,1.0
1797,sansthaan,संसथान,संस्थान,394.68860626220703,9,6,7,0,1,0.14285714285714285,0.16666666666666666,0.8571428571428572,0.5,1.1666666666666667
1798,edaamraakoo,एडामराकू,एडामराकू,474.902868270874,11,8,8,1,0,0.0,0.0,1.0,1.0,1.0
1799,audyaanikee,औद्यानिकी,ऑड्यानीकी,475.28743743896484,11,9,9,0,3,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.6666666666666666,1.0
1800,kadradaanon,कद्रदानों,कद्रदानों,408.0326557159424,11,9,9,1,0,0.0,0.0,1.0,1.0,1.0
1801,dharmaadeshon,धर्मादेशों,धर्मादेशों,418.0035591125488,13,10,10,1,0,0.0,0.0,1.0,1.0,1.0
1802,svargdut,स्वर्गदूत,स्वर्गदूत,382.8098773956299,8,9,9,1,0,0.0,0.0,1.0,1.0,1.0
1803,shimat,शिमट,शिमट,351.06635093688965,6,4,4,1,0,0.0,0.0,1.0,1.0,1.0
1804,vigyaanam,विज्ञानम,विज्ञानम्,453.5832405090332,9,8,9,0,1,0.1111111111111111,0.125,0.8888888888888888,1.0,1.125
1805,jyotishyashastron,ज्योतिष्यशास्त्रों,ज्योतिष्यशास्त्रों,618.7481880187988,17,18,18,1,0,0.0,0.0,1.0,1.0,1.0
1806,anshida,अनशिदा,अंशीदा,394.5021629333496,7,6,6,0,2,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.6666666666666666,1.0
1807,electrometer,इलेक्ट्रोमीटर,इलेक्ट्रोमीटर,468.7073230743408,12,13,13,1,0,0.0,0.0,1.0,1.0,1.0
1808,antadiyan,अंतडियां,अंतदीयन,426.9404411315918,9,8,7,0,4,0.5,0.5,0.5,0.5,0.875
1809,jamudiya,जामुड़िया,जामूडिया,430.0427436828613,8,9,8,0,2,0.2222222222222222,0.2222222222222222,0.7777777777777778,0.4444444444444444,0.8888888888888888
1810,gadhoonga,गाड़ूँगा,गधूंगा,453.49621772766113,9,8,6,0,4,0.5,0.5,0.5,0.125,0.75
1811,sanyuktawasthaa,संयुक्तावस्था,संयुक्तवस्था,418.7486171722412,15,13,12,0,1,0.07692307692307693,0.07692307692307693,0.9230769230769231,0.5384615384615384,0.9230769230769231
1812,shavyaatraa,शवयात्रा,शव्यात्रा,373.20756912231445,11,8,9,0,1,0.1111111111111111,0.125,0.8888888888888888,0.25,1.125
1813,dikhayee,दिखायेे,दिखाए,343.89734268188477,8,7,5,0,3,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.7142857142857143
1814,dwirukta,द्विरुक्त,द्विरुक्त,372.7078437805176,8,9,9,1,0,0.0,0.0,1.0,1.0,1.0
1815,raktdaataaon,रक्तदाताओं,रक्तदाताओं,443.6373710632324,12,10,10,1,0,0.0,0.0,1.0,1.0,1.0
1816,dhaandhas,ढांढ़स,धान्धस,370.8834648132324,9,6,6,0,4,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.3333333333333333,1.0
1817,aipp,ऐप्प,ऐप्प,381.3350200653076,4,4,4,1,0,0.0,0.0,1.0,1.0,1.0
1818,cronfrensing,क्रान्फ्रेंसिंग,क्रॉनफ्रेंसिंग,478.03282737731934,12,15,14,0,2,0.13333333333333333,0.13333333333333333,0.8666666666666667,0.26666666666666666,0.9333333333333333
1819,sarvendranath,सर्वेन्द्रनाथ,सरवेंद्रनाथ,478.3635139465332,13,13,11,0,3,0.23076923076923078,0.23076923076923078,0.7692307692307692,0.23076923076923078,0.8461538461538461
1820,nariyalyukt,नारियलयुक्त,नारियलयुक्त,418.1361198425293,11,11,11,1,0,0.0,0.0,1.0,1.0,1.0
1821,raidcraas,रैडक्रास,रैडक्रास,410.7372760772705,9,8,8,1,0,0.0,0.0,1.0,1.0,1.0
1822,varnankartaaon,वर्णनकर्ताओं,वर्णकार्ताओं,410.10379791259766,14,12,12,0,2,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.8333333333333334,1.0
1823,praana,प्राना,प्राण,308.0792427062988,6,6,5,0,2,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.6666666666666666,0.8333333333333334
1824,pratap,प्रतप,प्रताप,343.59097480773926,6,5,6,0,1,0.16666666666666666,0.2,0.8333333333333334,0.8,1.2
1825,daubara,दौबारा,दौबारा,390.6288146972656,7,6,6,1,0,0.0,0.0,1.0,1.0,1.0
1826,existence,एक्सिसटेंस,एक्सिस्टेंस,520.5926895141602,9,10,11,0,1,0.09090909090909091,0.1,0.9090909090909091,0.6,1.1
1827,vivaranahbhaarateey,विवरणःभारतीय,विवरणहभारतीय,512.9544734954834,19,12,12,0,1,0.08333333333333333,0.08333333333333333,0.9166666666666666,0.9166666666666666,1.0
1828,kaarniyaan,कार्नियां,कार्नियाँ,340.9838676452637,10,9,9,0,1,0.1111111111111111,0.1111111111111111,0.8888888888888888,0.8888888888888888,1.0
1829,differrd,डिफरर्ड,दिफ़र्ड,433.98451805114746,8,7,7,0,2,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.7142857142857143,1.0
1830,nyoorokemistree,न्यूरोकेमिस्ट्री,न्यूरोकेमिस्ट्री,515.1181221008301,15,16,16,1,0,0.0,0.0,1.0,1.0,1.0
1831,odhkar,ओढ़कर,ओधकर,346.26007080078125,6,5,4,0,2,0.4,0.4,0.6,0.2,0.8
1832,shreekrushnan,श्रीकृष्णन,श्रीकृष्णन,433.7332248687744,13,10,10,1,0,0.0,0.0,1.0,1.0,1.0
1833,saahowaaliya,साहोवालिया,साहोवालीया,448.51088523864746,12,10,10,0,1,0.1,0.1,0.9,0.9,1.0
1834,suchikitsaa,सुचिकित्सा,सुचिकित्सा,412.4886989593506,11,10,10,1,0,0.0,0.0,1.0,1.0,1.0
1835,grahankal,ग्रहणकाल,ग्रहणकाल,372.4839687347412,9,8,8,1,0,0.0,0.0,1.0,1.0,1.0
1836,uroplast,यूरोप्लास्ट,उरोप्लास्ट,445.01376152038574,8,11,10,0,2,0.18181818181818182,0.18181818181818182,0.8181818181818181,0.0,0.9090909090909091
1837,obskyora,ऑब्स्क्योरा,ओब्स्क्योरा,530.5960178375244,8,11,11,0,1,0.09090909090909091,0.09090909090909091,0.9090909090909091,0.9090909090909091,1.0
1838,gujaarenge,गुजारेंगे,गुजारेंगे,385.5924606323242,10,9,9,1,0,0.0,0.0,1.0,1.0,1.0
1839,girivaasiyon,गिरिवासियों,गिरिवासीयों,456.4220905303955,12,11,11,0,1,0.09090909090909091,0.09090909090909091,0.9090909090909091,0.9090909090909091,1.0
1840,jhada,झाड़ा,झाड़ा,345.76892852783203,5,5,5,1,0,0.0,0.0,1.0,1.0,1.0
1841,budaniyaan,बुड़ानियां,बुदनियाँ,464.0357494354248,10,10,8,0,4,0.4,0.4,0.6,0.2,0.8
1842,yusoogee,युसूगी,यूसूगी,400.2704620361328,8,6,6,0,1,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.8333333333333334,1.0
1843,thin,थींं,थिन,313.28463554382324,4,4,3,0,3,0.75,0.75,0.25,0.25,0.75
1844,khulapan,खुलापन,खुलापन,415.7857894897461,8,6,6,1,0,0.0,0.0,1.0,1.0,1.0
1845,wargar,वर्गर,वर्गर,348.6788272857666,6,5,5,1,0,0.0,0.0,1.0,1.0,1.0
1846,antrit,आंत्रित,अन्ट्रिट,419.2330837249756,6,7,8,0,5,0.625,0.7142857142857143,0.375,0.0,1.1428571428571428
1847,lapeten,लपेटें,लैपेटेन,532.9103469848633,7,6,7,0,2,0.2857142857142857,0.3333333333333333,0.7142857142857143,0.16666666666666666,1.1666666666666667
1848,simpharapol,सिम्फरपोल,सिम्फरापोल,452.6698589324951,11,9,10,0,1,0.1,0.1111111111111111,0.9,0.6666666666666666,1.1111111111111112
1849,dablyoopidi,डब्ल्यूपीडी,दब्ल्यूपीडी,442.6558017730713,11,11,11,0,1,0.09090909090909091,0.09090909090909091,0.9090909090909091,0.9090909090909091,1.0
1850,dastaar,दस्तार,दस्तार,344.5439338684082,7,6,6,1,0,0.0,0.0,1.0,1.0,1.0
1851,paathyaatmak,पाठ्यात्मक,पाथ्यात्मक,606.7466735839844,12,10,10,0,1,0.1,0.1,0.9,0.9,1.0
1852,barbartapoorna,बर्बरतापूर्ण,बर्बरतापूर्ण,558.87770652771,14,12,12,1,0,0.0,0.0,1.0,1.0,1.0
1853,property,प्रौपर्टी,प्रॉपर्टी,450.7308006286621,8,9,9,0,1,0.1111111111111111,0.1111111111111111,0.8888888888888888,0.8888888888888888,1.0
1854,gopalak,गोपालक,गोपालक,414.6921634674072,7,6,6,1,0,0.0,0.0,1.0,1.0,1.0
1855,utpeedan,उत्पीडऩ,उत्पीडन,447.28684425354004,8,8,7,0,1,0.125,0.125,0.875,0.875,0.875
1856,jiangkou,जियांगकोऊ,जियांगकोउ,406.6579341888428,8,9,9,0,1,0.1111111111111111,0.1111111111111111,0.8888888888888888,0.8888888888888888,1.0
1857,vishnupuraa,विष्णुपुरा,विष्णुपुरा,449.73182678222656,11,10,10,1,0,0.0,0.0,1.0,1.0,1.0
1858,bagbageechon,बागबगीचों,बैगबेजचोन,749.3007183074951,12,9,9,0,4,0.4444444444444444,0.4444444444444444,0.5555555555555556,0.5555555555555556,1.0
1859,vebuniyadee,वेबुनियादी,वेबुनियादी,488.7690544128418,11,10,10,1,0,0.0,0.0,1.0,1.0,1.0
1860,gairaraashtravaadee,गैरराष्ट्रवादी,गैराराष्ट्रवादी,524.8947143554688,19,14,15,0,1,0.06666666666666667,0.07142857142857142,0.9333333333333333,0.21428571428571427,1.0714285714285714
1861,khaatadhaarak,खाताधारक,खाताधारक,418.2391166687012,13,8,8,1,0,0.0,0.0,1.0,1.0,1.0
1862,varshiya,वर्षिय,वर्षीय,348.3884334564209,8,6,6,0,1,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.8333333333333334,1.0
1863,qips,क्यूआईपीएस,किप्स,380.59115409851074,4,10,5,0,7,0.7,0.7,0.30000000000000004,0.1,0.5
1864,nalakasaa,नलकसा,नलकासा,419.0516471862793,9,5,6,0,1,0.16666666666666666,0.2,0.8333333333333334,0.6,1.2
1865,ganv,गॉंव,गाँव,346.94910049438477,4,4,4,0,2,0.5,0.5,0.5,0.5,1.0
1866,sudkhoron,सूदखोरों,सुडखोरोन,447.7264881134033,9,8,8,0,3,0.375,0.375,0.625,0.625,1.0
1867,daftar,दफ़्तर,दफ़्तर,374.41110610961914,6,6,6,1,0,0.0,0.0,1.0,1.0,1.0
1868,haliyaa,हलिया,हलिया,347.1488952636719,7,5,5,1,0,0.0,0.0,1.0,1.0,1.0
1869,penshan,पेंषन,पेंशन,341.8431282043457,7,5,5,0,1,0.2,0.2,0.8,0.8,1.0
1870,parikshao,परीक्षाओ,परीक्षाओ,665.1372909545898,9,8,8,1,0,0.0,0.0,1.0,1.0,1.0
1871,kadiyan,कड़ियां,कडीयन,383.6934566497803,7,7,5,0,4,0.5714285714285714,0.5714285714285714,0.4285714285714286,0.2857142857142857,0.7142857142857143
1872,pratikaraa,प्रतिकारा,प्रतिकारा,477.21409797668457,10,9,9,1,0,0.0,0.0,1.0,1.0,1.0
1873,sofner,सॉफ़्नर,सोफ़नर,438.3859634399414,6,7,6,0,2,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.42857142857142855,0.8571428571428571
1874,gullarawaalaa,गुल्लरवाला,गुल्लारावाला,475.7359027862549,13,10,12,0,2,0.16666666666666666,0.2,0.8333333333333334,0.7,1.2
1875,svapnikaa,स्वप्निका,स्वप्निका,401.0131359100342,9,9,9,1,0,0.0,0.0,1.0,1.0,1.0
1876,lavon,लावों,लावन,365.9203052520752,5,5,4,0,2,0.4,0.4,0.6,0.6,0.8
1877,stimberwaala,स्टिम्बेरवाला,स्टिम्बरवाला,473.10423851013184,12,13,12,0,1,0.07692307692307693,0.07692307692307693,0.9230769230769231,0.5384615384615384,0.9230769230769231
1878,prakshakon,प्रक्षकों,प्रक्शाकॉन,443.3889389038086,10,9,10,0,4,0.4,0.4444444444444444,0.6,0.5555555555555556,1.1111111111111112
1879,olto,ऑल्टो,ओल्टो,404.12425994873047,4,5,5,0,1,0.2,0.2,0.8,0.8,1.0
1880,purwasiyon,पुरवासियों,पुरवासियों,408.10418128967285,10,10,10,1,0,0.0,0.0,1.0,1.0,1.0
1881,udhaaradaataaon,उधारदाताओं,उधारदाताओं,515.312671661377,15,10,10,1,0,0.0,0.0,1.0,1.0,1.0
1882,badoo,बडू,बडू,369.65274810791016,5,3,3,1,0,0.0,0.0,1.0,1.0,1.0
1883,swabhavatah,स्वभावतः,स्वभावतः,366.72449111938477,11,8,8,1,0,0.0,0.0,1.0,1.0,1.0
1884,bharatvanshi,भारतवंशी,भारतवंशी,414.487361907959,12,8,8,1,0,0.0,0.0,1.0,1.0,1.0
1885,sanghiyataa,संघीयता,संघीयता,410.8562469482422,11,7,7,1,0,0.0,0.0,1.0,1.0,1.0
1886,jhadane,झाड़ने,झड़ाने,748.3768463134766,7,6,6,0,2,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.5,1.0
1887,vaabastaa,वाबस्ता,वाबस्ता,384.9000930786133,9,7,7,1,0,0.0,0.0,1.0,1.0,1.0
1888,siddhaarthah,सिद्धार्थः,सिद्धार्थमहाभारतयोगेश्वरप्रणयसचिन,2471.133232116699,12,10,33,0,24,0.7272727272727273,2.4,0.2727272727272727,0.9,3.3
1889,oodhami,ऊधामी,ऊधामी,418.1644916534424,7,5,5,1,0,0.0,0.0,1.0,1.0,1.0
1890,nagmandal,नागमण्डल,नागमंडल,457.20887184143066,9,8,7,0,2,0.25,0.25,0.75,0.5,0.875
1891,atraict,अट्रैक्ट,अट्रैक्ट,450.869083404541,7,8,8,1,0,0.0,0.0,1.0,1.0,1.0
1892,andhabhakto,अंधभक्तो,अंधभक्तो,422.8489398956299,11,8,8,1,0,0.0,0.0,1.0,1.0,1.0
1893,sangoshtri,संगोष्ट्री,संगोष्ट्री,428.59339714050293,10,10,10,1,0,0.0,0.0,1.0,1.0,1.0
1894,pramukhkarmiyon,प्रमुखकर्मियों,प्रमुखकर्मियों,475.1393795013428,15,14,14,1,0,0.0,0.0,1.0,1.0,1.0
1895,prayogshaastra,प्रयोगशास्त्र,प्रयोगशास्त्र,423.04134368896484,14,13,13,1,0,0.0,0.0,1.0,1.0,1.0
1896,ambience,आंबियंस,एम्बिएंस,586.7319107055664,8,7,8,0,4,0.5,0.5714285714285714,0.5,0.0,1.1428571428571428
1897,karyakaryakartaon,कार्यकार्यकर्ताओं,कार्यकर्ताओं,454.1494846343994,17,17,12,0,5,0.29411764705882354,0.29411764705882354,0.7058823529411764,0.35294117647058826,0.7058823529411765
1898,miti,मिति,मिटी,380.6924819946289,4,4,4,0,2,0.5,0.5,0.5,0.5,1.0
1899,jawabah,जवाबः,जवाबह,412.0354652404785,7,5,5,0,1,0.2,0.2,0.8,0.8,1.0
1900,pin,पीआइएन,पिन,308.4685802459717,3,6,3,0,4,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.16666666666666666,0.5
1901,charinda,चरिन्दा,चरिंदा,380.3441524505615,8,7,6,0,2,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.42857142857142855,0.8571428571428571
1902,khaatootolaa,खातूटोला,खातूतोला,419.63934898376465,12,8,8,0,1,0.125,0.125,0.875,0.875,1.0
1903,daubaaraa,दौबारा,दौबारा,842.8514003753662,9,6,6,1,0,0.0,0.0,1.0,1.0,1.0
1904,beedablyooteees,बीडब्ल्यूटीएस,बीडाब्ल्यूटीज़,507.8620910644531,15,13,14,0,3,0.21428571428571427,0.23076923076923078,0.7857142857142857,0.23076923076923078,1.0769230769230769
1905,pratileetar,प्रतिलीटर,प्रतिलीटर,436.7220401763916,11,9,9,1,0,0.0,0.0,1.0,1.0,1.0
1906,toorbiliyan,टूरबिलियन,तूर्बिलियाँ,471.224308013916,11,9,11,0,4,0.36363636363636365,0.4444444444444444,0.6363636363636364,0.2222222222222222,1.2222222222222223
1907,yaachikakartaa,याचिकाकर्ता,याचिकाकर्ता,457.0291042327881,14,11,11,1,0,0.0,0.0,1.0,1.0,1.0
1908,oeeef,ओईएफ,ओईफ़,348.9971160888672,5,4,4,0,2,0.5,0.5,0.5,0.5,1.0
1909,neemkaathana,नीमकाथाना,नीमकाठाना,421.0805892944336,12,9,9,0,1,0.1111111111111111,0.1111111111111111,0.8888888888888888,0.8888888888888888,1.0
1910,baliyadanga,बालियाडांगा,बलियादांगा,559.5686435699463,11,11,10,0,2,0.18181818181818182,0.18181818181818182,0.8181818181818181,0.09090909090909091,0.9090909090909091
1911,swarnikaa,स्वर्णिका,स्वर्णिका,403.92470359802246,9,9,9,1,0,0.0,0.0,1.0,1.0,1.0
1912,petroselee,पेट्रोसेली,पेट्रोसली,440.7806396484375,10,10,9,0,1,0.1,0.1,0.9,0.7,0.9
1913,saprang,सप्रंग,सप्रंग,369.6856498718262,7,6,6,1,0,0.0,0.0,1.0,1.0,1.0
1914,wafaadaaree,वफ़ादारी,वफ़ादारी,404.0567874908447,11,8,8,1,0,0.0,0.0,1.0,1.0,1.0
1915,traalon,ट्रालों,त्रालों,352.3750305175781,7,7,7,0,1,0.14285714285714285,0.14285714285714285,0.8571428571428572,0.8571428571428571,1.0
1916,roohelakhand,रूहेलखंड,रूहेलखंड,409.3606472015381,12,8,8,1,0,0.0,0.0,1.0,1.0,1.0
1917,dalelpur,दलेलपुर,दालेलपुर,371.87767028808594,8,7,8,0,1,0.125,0.14285714285714285,0.875,0.14285714285714285,1.1428571428571428
1918,europea,यूरोपिया,यूरोपिया,607.0270538330078,7,8,8,1,0,0.0,0.0,1.0,1.0,1.0
1919,rjio,आरजिओ,आरजेआईओ,488.7216091156006,4,5,7,0,3,0.42857142857142855,0.6,0.5714285714285714,0.6,1.4
1920,bhasapa,भासपा,भासापा,382.2762966156006,7,5,6,0,1,0.16666666666666666,0.2,0.8333333333333334,0.6,1.2
1921,anaupalabdhata,अनउपलब्धता,अनुपलब्धता,453.0048370361328,14,10,10,0,1,0.1,0.1,0.9,0.9,1.0
1922,prishthabhoomiyon,पृष्ठभूमियों,प्रिश्ठभूमियों,454.18524742126465,17,12,14,0,4,0.2857142857142857,0.3333333333333333,0.7142857142857143,0.08333333333333333,1.1666666666666667
1923,lokotsaw,लोकोत्सव,लोकोत्सव,419.33703422546387,8,8,8,1,0,0.0,0.0,1.0,1.0,1.0
1924,dastanen,दस्तानें,दस्ताने,350.56328773498535,8,8,7,0,1,0.125,0.125,0.875,0.875,0.875
1925,seekheen,सीखीं,सीखीन,341.827392578125,8,5,5,0,1,0.2,0.2,0.8,0.8,1.0
1926,khisakate,खिसकते,खिसकाते,377.02465057373047,9,6,7,0,1,0.14285714285714285,0.16666666666666666,0.8571428571428572,0.6666666666666666,1.1666666666666667
1927,sahyaatri,सहयात्री,सहयात्री,408.59389305114746,9,8,8,1,0,0.0,0.0,1.0,1.0,1.0
1928,sauk,सॉक्,सॉक,320.75977325439453,4,4,3,0,1,0.25,0.25,0.75,0.75,0.75
1929,mohadhaa,मोहड़ा,मोहधा,375.33068656921387,8,6,5,0,2,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.5,0.8333333333333334
1930,adrgha,अद्र्घ,अड्रघा,407.0429801940918,6,6,6,0,3,0.5,0.5,0.5,0.5,1.0
1931,dharmgranthon,धर्मग्रंथों,धर्मग्रन्थों,478.435754776001,13,11,12,0,2,0.16666666666666666,0.18181818181818182,0.8333333333333334,0.6363636363636364,1.0909090909090908
1932,chamach,चमच,चम्मच,392.91930198669434,7,3,5,0,2,0.4,0.6666666666666666,0.6,0.6666666666666666,1.6666666666666667
1933,nakadirahit,नकदीरहित,नकदीरहित,507.9305171966553,11,8,8,1,0,0.0,0.0,1.0,1.0,1.0
1934,grahanakaal,ग्रहणकाल,ग्रहणकाल,421.21124267578125,11,8,8,1,0,0.0,0.0,1.0,1.0,1.0
1935,ncrwc,एनसीआरडब्ल्यूसी,एनसीआरडब्ल्यूसी,628.838300704956,5,15,15,1,0,0.0,0.0,1.0,1.0,1.0
1936,meritee,मेरिती,मेरिटी,382.25579261779785,7,6,6,0,1,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.8333333333333334,1.0
1937,kandrour,कंदरौर,कैंड्रोर,378.4773349761963,8,6,8,0,4,0.5,0.6666666666666666,0.5,0.3333333333333333,1.3333333333333333
1938,sidyusing,सिडयूसिंग,सिड्यूसिंग,410.4616641998291,9,9,10,0,1,0.1,0.1111111111111111,0.9,0.3333333333333333,1.1111111111111112
1939,istrailiyon,इस्त्राइलियों,इस्ट्राइलियों,376.77836418151855,11,13,13,0,1,0.07692307692307693,0.07692307692307693,0.9230769230769231,0.9230769230769231,1.0
1940,mukhyamantreesamvaaddata,मुख्यमंत्रीसंवाददाता,मुख्यमंत्रीसंवाददाता,638.9482021331787,24,20,20,1,0,0.0,0.0,1.0,1.0,1.0
1941,swayamsweekrat,स्वयंस्वीकृत,स्वयंश्रीकृत,487.2453212738037,14,12,12,0,2,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.8333333333333334,1.0
1942,foohadtaa,फूहड़ता,फूहड़ता,418.52259635925293,9,7,7,1,0,0.0,0.0,1.0,1.0,1.0
1943,bananege,बनांएगे,बननेगे,410.6016159057617,8,7,6,0,3,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.2857142857142857,0.8571428571428571
1944,sahityotsav,साहित्योत्सव,साहित्योत्सव,462.3148441314697,11,12,12,1,0,0.0,0.0,1.0,1.0,1.0
1945,medithson,मेडिथ्सन,मेडिथसन,372.29132652282715,9,8,7,0,1,0.125,0.125,0.875,0.625,0.875
1946,mahavanijyadoot,महावाणिज्यदूत,महावाणिज्यदूत,512.4554634094238,15,13,13,1,0,0.0,0.0,1.0,1.0,1.0
1947,makhah,मखाह,मखाह,340.1002883911133,6,4,4,1,0,0.0,0.0,1.0,1.0,1.0
1948,nyutriyo,न्यूट्रियो,न्यूट्रियो,413.56825828552246,8,10,10,1,0,0.0,0.0,1.0,1.0,1.0
1949,aadiyog,अदियोग,आदियोग,371.9067573547363,7,6,6,0,1,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.8333333333333334,1.0
1950,paithelaujist,पैथेलॉजिस्ट,पैथेलौजिस्ट,475.79503059387207,13,11,11,0,1,0.09090909090909091,0.09090909090909091,0.9090909090909091,0.9090909090909091,1.0
1951,samikshaakartaa,समीक्षाकर्ता,समीक्षाकर्ता,445.38426399230957,15,12,12,1,0,0.0,0.0,1.0,1.0,1.0
1952,bhrashtraachaariyon,भ्रष्ट्राचारियों,भ्रष्टाचारियों,412.3420715332031,19,16,14,0,2,0.125,0.125,0.875,0.4375,0.875
1953,shakeeladhar,शकीलधार,शकीलाधर,409.1296195983887,12,7,7,0,2,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.7142857142857143,1.0
1954,jhauvaa,झउवा,झौवा,338.7303352355957,7,4,4,0,1,0.25,0.25,0.75,0.75,1.0
1955,buddhijiwon,बुद्धिजीवों,बुद्धिजीवोन,448.26531410217285,11,11,11,0,1,0.09090909090909091,0.09090909090909091,0.9090909090909091,0.9090909090909091,1.0
1956,mpwppcl,एमपीडब्ल्यूपीपीसीएल,म्प्व्प्पसीएल,509.05656814575195,7,19,13,0,10,0.5263157894736842,0.5263157894736842,0.4736842105263158,0.05263157894736842,0.6842105263157895
1957,sujhaavah,सुझावः,सुझावह,413.7141704559326,9,6,6,0,1,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.8333333333333334,1.0
1958,mithyaachaariyon,मिथ्याचारियों,मिथ्याचारीयों,449.2042064666748,16,13,13,0,1,0.07692307692307693,0.07692307692307693,0.9230769230769231,0.9230769230769231,1.0
1959,raigulization,रैगुलाइजेशन,रैगुलाइज़ेशन,482.4645519256592,13,11,12,0,1,0.08333333333333333,0.09090909090909091,0.9166666666666666,0.7272727272727273,1.0909090909090908
1960,khatakhataakar,खटखटाकर,खटाखटाकार,443.42827796936035,14,7,9,0,2,0.2222222222222222,0.2857142857142857,0.7777777777777778,0.2857142857142857,1.2857142857142858
1961,jhaiyan,झाइयां,झैयाँ,369.48609352111816,7,6,5,0,3,0.5,0.5,0.5,0.16666666666666666,0.8333333333333334
1962,paryaapttaa,पर्याप्तता,पर्याप्त्ता,448.99630546569824,11,10,11,0,1,0.09090909090909091,0.1,0.9090909090909091,0.8,1.1
1963,wankshetra,वनक्षेत्र,वैंक्शेट्रा,443.6342716217041,10,9,11,0,5,0.45454545454545453,0.5555555555555556,0.5454545454545454,0.1111111111111111,1.2222222222222223
1964,qraar,क़रार,क़रार,370.8992004394531,5,5,5,1,0,0.0,0.0,1.0,1.0,1.0
1965,bhautikvadiyon,भौतिकवादियों,भौतिकवादियों,412.03927993774414,14,12,12,1,0,0.0,0.0,1.0,1.0,1.0
1966,dhuaa,धुआ,धुआँ,339.5419120788574,5,3,4,0,1,0.25,0.3333333333333333,0.75,1.0,1.3333333333333333
1967,jhaadaa,झाड़ा,झाड़ा,348.5755920410156,7,5,5,1,0,0.0,0.0,1.0,1.0,1.0
1968,zaohuee,झाओहुई,ज़ोहुए,376.53613090515137,7,6,6,0,4,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.3333333333333333,1.0
1969,nutrio,न्यूट्रियो,नुट्रियो,399.43885803222656,6,10,8,0,3,0.3,0.3,0.7,0.1,0.8
1970,shankacharacharya,शंकचराचार्य,शंकराचार्य,460.3755474090576,17,11,10,0,1,0.09090909090909091,0.09090909090909091,0.9090909090909091,0.2727272727272727,0.9090909090909091
1971,eeaarjee,ईआरजी,ईअर्जी,381.514310836792,8,5,6,0,2,0.3333333333333333,0.4,0.6666666666666667,0.4,1.2
1972,penshandhariyon,पेंशनधारियों,पेंशंडहरीयों,530.9178829193115,15,12,12,0,4,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.6666666666666666,1.0
1973,nandauri,नंदौरी,नंदौरी,373.16441535949707,8,6,6,1,0,0.0,0.0,1.0,1.0,1.0
