index,source,reference,prediction,inference_time_ms,source_length,reference_length,prediction_length,exact_match,edit_distance,normalized_edit_distance,cer,similarity,char_accuracy,length_ratio
2078,dostanapurna,दोस्तानापूर्ण,दोस्तानापूर्ण,304.84914779663086,12,13,13,1,0,0.0,0.0,1.0,1.0,1.0
2079,activa,ऐक्टिवा,एक्टिवा,190.43874740600586,6,7,7,0,1,0.14285714285714285,0.14285714285714285,0.8571428571428572,0.8571428571428571,1.0
2080,dushvaariyon,दुश्वारियों,दुश्वारियों,258.5422992706299,12,11,11,1,0,0.0,0.0,1.0,1.0,1.0
2081,pratileter,प्रतिलीटर,प्रतिलेटर,235.17632484436035,10,9,9,0,1,0.1111111111111111,0.1111111111111111,0.8888888888888888,0.8888888888888888,1.0
2082,suchikitsa,सुचिकित्सा,सुचिकित्सा,234.8635196685791,10,10,10,1,0,0.0,0.0,1.0,1.0,1.0
2083,chamchaagiree,चमचागिरी,चमचागिरी,194.29349899291992,13,8,8,1,0,0.0,0.0,1.0,1.0,1.0
2084,sabhaar,साभार,सभार,123.92807006835938,7,5,4,0,1,0.2,0.2,0.8,0.2,0.8
2085,pwt,पीडब्ल्यूटी,पीवीटी,163.20252418518066,3,11,6,0,7,0.6363636363636364,0.6363636363636364,0.36363636363636365,0.18181818181818182,0.5454545454545454
2086,rahugan,रहुगाँ,राहुगन,144.4714069366455,7,6,6,0,3,0.5,0.5,0.5,0.16666666666666666,1.0
2087,punshchalee,पुंश्चली,पुंश्चली,193.39752197265625,11,8,8,1,0,0.0,0.0,1.0,1.0,1.0
2088,interactuality,इंटरटेक्चुअलिटी,इंटरेक्चुअलिटी,336.72142028808594,14,15,14,0,1,0.06666666666666667,0.06666666666666667,0.9333333333333333,0.26666666666666666,0.9333333333333333
2089,wifi,वाइफाय,विफी,150.09593963623047,4,6,4,0,4,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.16666666666666666,0.6666666666666666
2090,rajnitikaron,राजनीतिकारों,राजनीतिकारों,287.2283458709717,12,12,12,1,0,0.0,0.0,1.0,1.0,1.0
2091,koshadhikaari,कोषाधिकारी,कोषधिकारी,238.26241493225098,13,10,9,0,1,0.1,0.1,0.9,0.3,0.9
2092,dushkriya,दुष्क्रिया,दुष्क्रिया,231.85491561889648,9,10,10,1,0,0.0,0.0,1.0,1.0,1.0
2093,phoodon,फूडॉन,फूड़ों,149.72424507141113,7,5,6,0,3,0.5,0.6,0.5,0.6,1.2
2094,dastakhatshuda,दस्तखतशुदा,दस्तखटशुदा,294.49963569641113,14,10,10,0,1,0.1,0.1,0.9,0.9,1.0
2095,vaakif,वाकिफ़,वाकिफ,143.85199546813965,6,6,5,0,1,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.8333333333333334,0.8333333333333334
2096,dharmadeshon,धर्मादेशों,धर्मदेशों,235.04114151000977,12,10,9,0,1,0.1,0.1,0.9,0.4,0.9
2097,risali,रिसाली,रिसाली,147.54247665405273,6,6,6,1,0,0.0,0.0,1.0,1.0,1.0
2098,risaalee,रिसाली,रिसाली,155.104398727417,8,6,6,1,0,0.0,0.0,1.0,1.0,1.0
2099,karyakartriyon,कार्यकर्त्रियों,कार्यकर्त्रियों,384.25254821777344,14,15,15,1,0,0.0,0.0,1.0,1.0,1.0
2100,niyantaaon,नियंताओं,नियंताओं,217.62895584106445,10,8,8,1,0,0.0,0.0,1.0,1.0,1.0
2101,kaviyatree,कवियत्री,कवियत्री,238.73472213745117,10,8,8,1,0,0.0,0.0,1.0,1.0,1.0
2102,gariyare,गरियारे,गरियारे,190.53268432617188,8,7,7,1,0,0.0,0.0,1.0,1.0,1.0
2103,jaanaakaree,जानाकरी,जानाकरी,198.62914085388184,11,7,7,1,0,0.0,0.0,1.0,1.0,1.0
2104,jalsansadhan,जलसंसाधन,जलसंसाधान,223.42753410339355,12,8,9,0,1,0.1111111111111111,0.125,0.8888888888888888,0.875,1.125
2105,rattebaazee,रट्टेबाजी,रत्तेबाज़ी,237.01214790344238,11,9,10,0,3,0.3,0.3333333333333333,0.7,0.6666666666666666,1.1111111111111112
2106,kualalampur,कुआलालंपूर,कुआलालमपुर,266.38126373291016,11,10,10,0,2,0.2,0.2,0.8,0.8,1.0
2107,kal,कल्,कल,101.11403465270996,3,3,2,0,1,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.6666666666666666,0.6666666666666666
2108,anudairdhya,अनुदैर्ध्य,अनुदैर्ध्य,273.1955051422119,11,10,10,1,0,0.0,0.0,1.0,1.0,1.0
2109,bhatkaanaa,भटकाना,भटकाना,173.1572151184082,10,6,6,1,0,0.0,0.0,1.0,1.0,1.0
2110,ordinary,ऑर्डिनरी,आर्डिनरी,214.85495567321777,8,8,8,0,1,0.125,0.125,0.875,0.875,1.0
2111,suhaanubhooti,सुहानुभूति,सुहानुभूति,266.5083408355713,13,10,10,1,0,0.0,0.0,1.0,1.0,1.0
2112,shaamjeebhaaee,शामजीभाई,शामजीभाई,197.0834732055664,14,8,8,1,0,0.0,0.0,1.0,1.0,1.0
2113,naraseepura,नरसीपुरा,नरसीपुरा,217.22650527954102,11,8,8,1,0,0.0,0.0,1.0,1.0,1.0
2114,anaadhikaarik,अनाधिकारिक,अनाधिकारिक,266.00027084350586,13,10,10,1,0,0.0,0.0,1.0,1.0,1.0
2115,raigulaaization,रैगुलाइजेशन,रायगुलाइजेशन,310.5051517486572,15,11,12,0,2,0.16666666666666666,0.18181818181818182,0.8333333333333334,0.09090909090909091,1.0909090909090908
2116,nyootrishiyaa,न्यूट्रिशिया,न्यूटृशिया,261.2590789794922,13,12,10,0,3,0.25,0.25,0.75,0.5,0.8333333333333334
2117,laalaparee,लालपरी,लालपरी,170.7906723022461,10,6,6,1,0,0.0,0.0,1.0,1.0,1.0
2118,purooshottamachaary,पुरूषोत्तमाचार्य,पुरूषोत्तमाचारी,389.9252414703369,19,16,15,0,2,0.125,0.125,0.875,0.875,0.9375
2119,kingakhaan,किंगखान,किंगखान,234.53474044799805,10,7,7,1,0,0.0,0.0,1.0,1.0,1.0
2120,mistriyaan,मिस्त्रियां,मिस्त्रियाँ,271.78168296813965,10,11,11,0,1,0.09090909090909091,0.09090909090909091,0.9090909090909091,0.9090909090909091,1.0
2121,prachaayaton,प्रचायतों,प्रचायतों,244.2800998687744,12,9,9,1,0,0.0,0.0,1.0,1.0,1.0
2122,jhanktaa,झांकता,झंकता,145.02739906311035,8,6,5,0,1,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.8333333333333334
2123,shreeganganagarvasiyon,श्रीगंगानगरवासियों,श्रीगंगानगरवासियो,420.6845760345459,22,18,17,0,1,0.05555555555555555,0.05555555555555555,0.9444444444444444,0.9444444444444444,0.9444444444444444
2124,coplex,काॅप्लेक्स,कोप्लेक्स,223.5560417175293,6,10,9,0,2,0.2,0.2,0.8,0.1,0.9
2125,foohadta,फूहड़ता,फूहड़ता,185.60028076171875,8,7,7,1,0,0.0,0.0,1.0,1.0,1.0
2126,raunakh,रौनक़,रौनख,124.79734420776367,7,5,4,0,2,0.4,0.4,0.6,0.6,0.8
2127,paisath,पैंसठ,पैसाथ,127.93183326721191,7,5,5,0,3,0.6,0.6,0.4,0.4,1.0
2128,menrajya,मेंराज्य,मेंराज्य,198.88758659362793,8,8,8,1,0,0.0,0.0,1.0,1.0,1.0
2129,dhoondhti,ढूंढती,धूंधती,175.15087127685547,9,6,6,0,2,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.6666666666666666,1.0
2130,hindusteen,हिंदुस्तीन,हिंदुस्तीन,264.89710807800293,10,10,10,1,0,0.0,0.0,1.0,1.0,1.0
2131,ulhaaspur,उल्हासपुर,उल्हासपुर,219.12598609924316,9,9,9,1,0,0.0,0.0,1.0,1.0,1.0
2132,ghontanaa,घोंटना,घोंटना,168.28584671020508,9,6,6,1,0,0.0,0.0,1.0,1.0,1.0
2133,nagariyon,नागरियों,नागरियों,214.68162536621094,9,8,8,1,0,0.0,0.0,1.0,1.0,1.0
2134,hairatangenz,हैरतअंगेज़,हैरतंगेंज,294.86799240112305,12,10,9,0,3,0.3,0.3,0.7,0.5,0.9
2135,daravaajen,दरवाजें,दरवाजें,200.64163208007812,10,7,7,1,0,0.0,0.0,1.0,1.0,1.0
2136,liepradhaanmantri,लिएप्रधानमंत्री,लिएप्रधानमंत्री,395.71428298950195,17,15,15,1,0,0.0,0.0,1.0,1.0,1.0
2137,taalikaah,तालिकाः,तालिकाह,175.95839500427246,9,7,7,0,1,0.14285714285714285,0.14285714285714285,0.8571428571428572,0.8571428571428571,1.0
2138,rediance,रेडियान्स,रीडियांस,210.24584770202637,8,9,8,0,3,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.5555555555555556,0.8888888888888888
2139,dharmanand,धर्मानंद,धर्मानंद,222.62811660766602,10,8,8,1,0,0.0,0.0,1.0,1.0,1.0
2140,rajneetikaron,राजनीतिकारों,राजनीतिकारों,270.6646919250488,13,12,12,1,0,0.0,0.0,1.0,1.0,1.0
2141,kuramee,कुरमी,कुरमी,155.7168960571289,7,5,5,1,0,0.0,0.0,1.0,1.0,1.0
2142,dhaiya,ढैया,धैया,120.84412574768066,6,4,4,0,1,0.25,0.25,0.75,0.75,1.0
2143,umeedwaree,उम्मीदवारी,उमीद्वारी,217.7417278289795,10,10,9,0,3,0.3,0.3,0.7,0.2,0.9
2144,baikteeriyon,बैक्टीरियों,बैकतीरियों,272.12023735046387,12,11,10,0,2,0.18181818181818182,0.18181818181818182,0.8181818181818181,0.2727272727272727,0.9090909090909091
2145,sabudana,साबुदाना,सबुदाना,192.9938793182373,8,8,7,0,1,0.125,0.125,0.875,0.125,0.875
2146,activities,ऐक्टिविटीज,एक्टीविटीज,270.7395553588867,10,10,10,0,2,0.2,0.2,0.8,0.8,1.0
2147,shving,श्विंग,श्विंग,168.12777519226074,6,6,6,1,0,0.0,0.0,1.0,1.0,1.0
2148,agniyan,अग्नियां,अग्नियां,202.2073268890381,7,8,8,1,0,0.0,0.0,1.0,1.0,1.0
2149,dhabhashaaraa,धभाशारा,धभशारा,189.44478034973145,13,7,6,0,1,0.14285714285714285,0.14285714285714285,0.8571428571428572,0.2857142857142857,0.8571428571428571
2150,poonzitantra,पूंजीतंत्र,पूंजीतंत्र,271.2407112121582,12,10,10,1,0,0.0,0.0,1.0,1.0,1.0
2151,bhojali,भोजली,भोजली,149.5990753173828,7,5,5,1,0,0.0,0.0,1.0,1.0,1.0
2152,sangharshakartaon,संघर्षकर्ताओं,संघर्षकर्ताओं,342.0524597167969,17,13,13,1,0,0.0,0.0,1.0,1.0,1.0
2153,sapann,सपन्न,सपन्न,148.82874488830566,6,5,5,1,0,0.0,0.0,1.0,1.0,1.0
2154,maulin,माउलिन,मौलिन,148.97489547729492,6,6,5,0,2,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.16666666666666666,0.8333333333333334
2155,phauree,फ़ौरी,फौरी,126.68633460998535,7,5,4,0,1,0.2,0.2,0.8,0.2,0.8
2156,baavadi,बावडी,बावड़ी,172.47891426086426,7,5,6,0,1,0.16666666666666666,0.2,0.8333333333333334,0.8,1.2
2157,storyfi,स्टोरीफाई,स्टोरीफी,221.59171104431152,7,9,8,0,2,0.2222222222222222,0.2222222222222222,0.7777777777777778,0.7777777777777778,0.8888888888888888
2158,sunoongaa,सुनूंगा,सुनूँगा,178.09319496154785,9,7,7,0,1,0.14285714285714285,0.14285714285714285,0.8571428571428572,0.8571428571428571,1.0
2159,bhaagadaud,भागदौड,भागदौड़,171.6146469116211,10,6,7,0,1,0.14285714285714285,0.16666666666666666,0.8571428571428572,1.0,1.1666666666666667
2160,ballebazee,बल्लेबाज़ी,बल्लेबाज़ी,241.36018753051758,10,10,10,1,0,0.0,0.0,1.0,1.0,1.0
2161,kyoosex,क्यूसैक्स,क्यूसेक्स,246.30451202392578,7,9,9,0,1,0.1111111111111111,0.1111111111111111,0.8888888888888888,0.8888888888888888,1.0
2162,immachyority,इम्मैच्योरिटी,इम्माच्योरिटी,323.49634170532227,12,13,13,0,1,0.07692307692307693,0.07692307692307693,0.9230769230769231,0.9230769230769231,1.0
2163,khelmantree,खेलमंत्री,खेलमंत्री,249.96662139892578,11,9,9,1,0,0.0,0.0,1.0,1.0,1.0
2164,asmitaon,अस्मिताओं,अस्मिताओं,255.1867961883545,8,9,9,1,0,0.0,0.0,1.0,1.0,1.0
2165,pressnote,प्रेसनोट,प्रेसनोट,227.05936431884766,9,8,8,1,0,0.0,0.0,1.0,1.0,1.0
2166,jandhedhee,जंधेड़ी,जनधेधी,171.38361930847168,10,7,6,0,3,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.42857142857142855,0.8571428571428571
2167,warnankartaon,वर्णनकर्ताओं,वार्णनकर्ताओं,337.3429775238037,13,12,13,0,1,0.07692307692307693,0.08333333333333333,0.9230769230769231,0.08333333333333333,1.0833333333333333
2168,uttariya,उत्तरिया,उत्तरीय,210.6156349182129,8,8,7,0,2,0.25,0.25,0.75,0.75,0.875
2169,aloktaantrik,अलोकतांत्रिक,अलोकतांत्रिक,312.5455379486084,12,12,12,1,0,0.0,0.0,1.0,1.0,1.0
2170,warnankartaaon,वर्णनकर्ताओं,वर्णनकर्ताओं,314.0745162963867,14,12,12,1,0,0.0,0.0,1.0,1.0,1.0
2171,pravej,प्रवेज,प्रवेज,165.99273681640625,6,6,6,1,0,0.0,0.0,1.0,1.0,1.0
2172,shaastragyaaniyon,शास्त्रज्ञानियों,शास्त्रज्ञानियों,382.56025314331055,17,16,16,1,0,0.0,0.0,1.0,1.0,1.0
2173,dooreeh,दूरीः,दूरीह,147.10211753845215,7,5,5,0,1,0.2,0.2,0.8,0.8,1.0
2174,saamaanya,सामांय,सामान्य,191.19715690612793,9,6,7,0,2,0.2857142857142857,0.3333333333333333,0.7142857142857143,0.6666666666666666,1.1666666666666667
2175,shreneeh,श्रेणीः,श्रेणीह,169.2216396331787,8,7,7,0,1,0.14285714285714285,0.14285714285714285,0.8571428571428572,0.8571428571428571,1.0
2176,naimul,नैमुल,नैमुल,124.59325790405273,6,5,5,1,0,0.0,0.0,1.0,1.0,1.0
2177,uttariyaa,उत्तरिया,उत्तरिया,211.75885200500488,9,8,8,1,0,0.0,0.0,1.0,1.0,1.0
2178,auditar,ऑडिटर,औदितर,147.74417877197266,7,5,5,0,3,0.6,0.6,0.4,0.4,1.0
2179,manokaamnaen,मनोकामनाएं,मनोकामनाएं,260.64062118530273,12,10,10,1,0,0.0,0.0,1.0,1.0,1.0
2180,jayega,जाऐगा,जयेगा,150.2089500427246,6,5,5,0,2,0.4,0.4,0.6,0.6,1.0
2181,naeedillee,नईदिल्ली,नैदिल्ली,194.79942321777344,10,8,8,0,1,0.125,0.125,0.875,0.875,1.0
2182,hatyaaropit,हत्यारोपित,हत्यारोपित,232.81574249267578,11,10,10,1,0,0.0,0.0,1.0,1.0,1.0
2183,darshaana,दर्शाना,दर्शाना,185.08291244506836,9,7,7,1,0,0.0,0.0,1.0,1.0,1.0
2184,prakandh,प्रकाण्ड़,प्रकंध,167.52314567565918,8,9,6,0,5,0.5555555555555556,0.5555555555555556,0.4444444444444444,0.4444444444444444,0.6666666666666666
2185,nurochemistry,न्यूरोकेमिस्ट्री,न्यूरोकेमिस्ट्री,384.49907302856445,13,16,16,1,0,0.0,0.0,1.0,1.0,1.0
2186,ztesoft,जेडटीईसाफ्ट,ज़्टेसॉफ्ट,236.29260063171387,7,11,10,0,5,0.45454545454545453,0.45454545454545453,0.5454545454545454,0.18181818181818182,0.9090909090909091
2187,qabzaa,क़ब्ज़ा,क़ब्ज़ा,179.063081741333,6,7,7,1,0,0.0,0.0,1.0,1.0,1.0
2188,charchaaen,चर्चाएँ,चर्चाएँ,170.09210586547852,10,7,7,1,0,0.0,0.0,1.0,1.0,1.0
2189,brandes,ब्रान्डेस,ब्रैंडेस,222.61548042297363,7,9,8,0,3,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.3333333333333333,0.8888888888888888
2190,nadiyavaan,नदियावां,नदियवान,169.45934295654297,10,8,7,0,2,0.25,0.25,0.75,0.5,0.875
2191,talasha,तलाशा,तलाशा,146.48771286010742,7,5,5,1,0,0.0,0.0,1.0,1.0,1.0
2192,tarootal,तरुतल,तरूतल,154.60872650146484,8,5,5,0,1,0.2,0.2,0.8,0.8,1.0
2193,nutrishia,न्यूट्रिशिया,न्यूट्रीशिया,282.0448875427246,9,12,12,0,1,0.08333333333333333,0.08333333333333333,0.9166666666666666,0.9166666666666666,1.0
2194,pratigyapoorn,प्रतिज्ञापूर्ण,प्रतिज्ञापूर्ण,341.08495712280273,13,14,14,1,0,0.0,0.0,1.0,1.0,1.0
2195,satsera,सातसेरा,सत्सेरा,191.46490097045898,7,7,7,0,2,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.7142857142857143,1.0
2196,indriyonke,इन्द्रियोंके,इंद्रियोंके,288.3110046386719,10,12,11,0,2,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.08333333333333333,0.9166666666666666
2197,somawaaraa,सोमवारा,सोमवारा,197.13068008422852,10,7,7,1,0,0.0,0.0,1.0,1.0,1.0
2198,paimaish,पैमाइश,पैमैश,147.63450622558594,8,6,5,0,2,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.5,0.8333333333333334
2199,adhikaran,अधिकरन,अधिकरण,172.55353927612305,9,6,6,0,1,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.8333333333333334,1.0
2200,dostanapoorna,दोस्तानापूर्ण,दोस्तानापूर्ण,313.4627342224121,13,13,13,1,0,0.0,0.0,1.0,1.0,1.0
2201,brahmaveer,ब्रह्मवीर,ब्रह्मवीर,243.08085441589355,10,9,9,1,0,0.0,0.0,1.0,1.0,1.0
2202,sainpur,सैनपुर,सैनपुर,174.544095993042,7,6,6,1,0,0.0,0.0,1.0,1.0,1.0
2203,nividaataon,निविदाताओं,निविदाताओं,245.7711696624756,11,10,10,1,0,0.0,0.0,1.0,1.0,1.0
2204,pratyaasheeraayapur,प्रत्याशीरायपुर,प्रत्याशीरायपुर,387.82787322998047,19,15,15,1,0,0.0,0.0,1.0,1.0,1.0
2205,khaaen,खाएँ,खाएं,124.1610050201416,6,4,4,0,1,0.25,0.25,0.75,0.75,1.0
2206,kareebiyon,करीबियों,करीबियों,213.9263153076172,10,8,8,1,0,0.0,0.0,1.0,1.0,1.0
2207,barf,बर्फ़,बीएआरएफ,164.9942398071289,4,5,7,0,5,0.7142857142857143,1.0,0.2857142857142857,0.2,1.4
2208,jyaadatiyon,ज्यादातियों,ज्यादतियों,242.97833442687988,11,11,10,0,1,0.09090909090909091,0.09090909090909091,0.9090909090909091,0.45454545454545453,0.9090909090909091
2209,takeinsider,टेकइनसाइडर,टेकिनसाइडर,289.55888748168945,11,10,10,0,1,0.1,0.1,0.9,0.9,1.0
2210,uthanee,उठनी,उठनी,124.00197982788086,7,4,4,1,0,0.0,0.0,1.0,1.0,1.0
2211,yadrichhik,यादृच्छिक,यादृच्छिक,218.6431884765625,10,9,9,1,0,0.0,0.0,1.0,1.0,1.0
2212,mount,माऊंट,माउंट,150.40349960327148,5,5,5,0,1,0.2,0.2,0.8,0.8,1.0
2213,asset,ऐसेट,असेट,129.66609001159668,5,4,4,0,1,0.25,0.25,0.75,0.75,1.0
2214,svatantrasingh,स्वतंत्रसिंह,स्वतंत्रसिंह,322.2005367279053,14,12,12,1,0,0.0,0.0,1.0,1.0,1.0
2215,shraddhaalujan,श्रद्धालुजन,श्रद्धालुजन,282.27972984313965,14,11,11,1,0,0.0,0.0,1.0,1.0,1.0
2216,panchataaraa,पंचतारा,पंचतारा,174.22914505004883,12,7,7,1,0,0.0,0.0,1.0,1.0,1.0
2217,shastragyaniyon,शास्त्रज्ञानियों,शास्त्रज्ञानियों,381.60133361816406,15,16,16,1,0,0.0,0.0,1.0,1.0,1.0
2218,kaarwaaee,कार्वाई,कारवाई,171.53501510620117,9,7,6,0,1,0.14285714285714285,0.14285714285714285,0.8571428571428572,0.42857142857142855,0.8571428571428571
2219,sscl,एसएससीएल,एसएससीएल,215.57354927062988,4,8,8,1,0,0.0,0.0,1.0,1.0,1.0
2220,saindaan,सैंदान,सैंदां,171.2026596069336,8,6,6,0,1,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.8333333333333334,1.0
2221,jeevvigyaaniyon,जीवविज्ञानियों,जीवविज्ञानियों,347.7151393890381,15,14,14,1,0,0.0,0.0,1.0,1.0,1.0
2222,parnstaron,पर्नस्टारों,पर्णस्तरों,268.2201862335205,10,11,10,0,3,0.2727272727272727,0.2727272727272727,0.7272727272727273,0.45454545454545453,0.9090909090909091
2223,tugalugi,तुगलुगी,तुगलुगी,187.9575252532959,8,7,7,1,0,0.0,0.0,1.0,1.0,1.0
2224,aaiaardablyu,आईआरडब्ल्यू,आईआर्डबल्यू,268.84984970092773,12,11,11,0,2,0.18181818181818182,0.18181818181818182,0.8181818181818181,0.7272727272727273,1.0
2225,kummanaam,कुम्मानाम,कुम्मनाम,216.99953079223633,9,9,8,0,1,0.1111111111111111,0.1111111111111111,0.8888888888888888,0.5555555555555556,0.8888888888888888
2226,sihunta,सिहुंता,सिहुंता,197.30544090270996,7,7,7,1,0,0.0,0.0,1.0,1.0,1.0
2227,padengi,पड़ेंगी,पड़ेंगी,163.6652946472168,7,7,7,1,0,0.0,0.0,1.0,1.0,1.0
2228,tasdeek,तसदीक,तसदीक,148.47278594970703,7,5,5,1,0,0.0,0.0,1.0,1.0,1.0
2229,jeetanewaalon,जीतनेवालों,जीतनेवालों,272.78661727905273,13,10,10,1,0,0.0,0.0,1.0,1.0,1.0
2230,kathaaee,कठाई,कठाई,100.40163993835449,8,4,4,1,0,0.0,0.0,1.0,1.0,1.0
2231,kahaavah,कहावह,कहावह,143.16940307617188,8,5,5,1,0,0.0,0.0,1.0,1.0,1.0
2232,pratisthan,प्रतिस्थान,प्रतिस्थान,276.4108180999756,10,10,10,1,0,0.0,0.0,1.0,1.0,1.0
2233,vivekadhikaron,विवेकाधिकारों,विवेकाधिकारों,320.85227966308594,14,13,13,1,0,0.0,0.0,1.0,1.0,1.0
2234,kissagoi,किस्सागोई,किस्सागोई,223.1731414794922,8,9,9,1,0,0.0,0.0,1.0,1.0,1.0
2235,prasthaanon,प्रस्थानों,प्रस्थानों,270.9212303161621,11,10,10,1,0,0.0,0.0,1.0,1.0,1.0
2236,farm,फाॅर्म,फार्म,164.5793914794922,4,6,5,0,1,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.3333333333333333,0.8333333333333334
2237,mres,एमआरइएस,एमआरईएस,173.60258102416992,4,7,7,0,1,0.14285714285714285,0.14285714285714285,0.8571428571428572,0.8571428571428571,1.0
2238,raela,रएला,राएला,122.23482131958008,5,4,5,0,1,0.2,0.25,0.8,0.25,1.25
2239,ladeen,लड़ीं,लदीन,124.6194839477539,6,5,4,0,3,0.6,0.6,0.4,0.2,0.8
2240,ilectroteks,इलेक्ट्रोटेक्स,इलेक्ट्रोटेक्स,355.26299476623535,11,14,14,1,0,0.0,0.0,1.0,1.0,1.0
2241,somwaar,साेमवार,सोमवार,169.9085235595703,7,7,6,0,2,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.14285714285714285,0.8571428571428571
2242,bhaaratendukaal,भारतेंदुकाल,भारतेंदुकाल,290.0118827819824,15,11,11,1,0,0.0,0.0,1.0,1.0,1.0
2243,communicators,कम्युनिकेटर्स,कम्युनिकेटर्स,312.7789497375488,13,13,13,1,0,0.0,0.0,1.0,1.0,1.0
2244,sakaraar,सकरार,सकरार,144.88530158996582,8,5,5,1,0,0.0,0.0,1.0,1.0,1.0
2245,daarmait,डारमैट,दारमैत,167.52171516418457,8,6,6,0,2,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.6666666666666666,1.0
2246,lokdharmiyon,लोकधर्मियों,लोकधर्मियों,282.09543228149414,12,11,11,1,0,0.0,0.0,1.0,1.0,1.0
2247,hukhookh,हुक़ूक़,हुखूख,120.07284164428711,8,7,5,0,4,0.5714285714285714,0.5714285714285714,0.4285714285714286,0.2857142857142857,0.7142857142857143
2248,phaaliya,फालिया,फालिया,167.4036979675293,8,6,6,1,0,0.0,0.0,1.0,1.0,1.0
2249,aaunga,आउंगा,आऊंगा,149.57547187805176,6,5,5,0,1,0.2,0.2,0.8,0.8,1.0
2250,shreemahapoorn,श्रीमहापूर्ण,श्रीमहापूर्ण,283.5559844970703,14,12,12,1,0,0.0,0.0,1.0,1.0,1.0
2251,dablyooeeef,डब्ल्यूईएफ,डैबलीओईफ़,221.38166427612305,11,10,9,0,7,0.7,0.7,0.30000000000000004,0.2,0.9
2252,raajyamantreesvatantra,राज्यमंत्रीस्वतंत्र,राज्यमंत्रीस्वतंत,429.81886863708496,22,19,17,0,2,0.10526315789473684,0.10526315789473684,0.8947368421052632,0.8947368421052632,0.8947368421052632
2253,dwimaasik,द्विमासिक,द्विमासिक,247.93148040771484,9,9,9,1,0,0.0,0.0,1.0,1.0,1.0
2254,parichayah,परिचयः,परिचयः,204.6971321105957,10,6,6,1,0,0.0,0.0,1.0,1.0,1.0
2255,wishesh,विशेश,विशेष,139.3592357635498,7,5,5,0,1,0.2,0.2,0.8,0.8,1.0
2256,yojanaaain,योजनाऐं,योजनाईं,173.1250286102295,10,7,7,0,1,0.14285714285714285,0.14285714285714285,0.8571428571428572,0.8571428571428571,1.0
2257,jagadeeshachandra,जगदीशचंद्र,जगदीशचंद्र,285.5541706085205,17,10,10,1,0,0.0,0.0,1.0,1.0,1.0
2258,udhade,उड़दे,उधड़े,143.5389518737793,6,5,5,0,2,0.4,0.4,0.6,0.4,1.0
2259,yoojee,यूजी,यूजी,124.35531616210938,6,4,4,1,0,0.0,0.0,1.0,1.0,1.0
2260,todne,तोडऩे,टोडने,145.17784118652344,5,6,5,0,2,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.5,0.8333333333333334
2261,udaye,उड़ाये,उदये,137.29381561279297,5,6,4,0,3,0.5,0.5,0.5,0.16666666666666666,0.6666666666666666
2262,surakshaakarmaa,सुरक्षाकर्मा,सुरक्षाकर्मा,281.47339820861816,15,12,12,1,0,0.0,0.0,1.0,1.0,1.0
2263,hauslafjaaee,हौसलाअफजाई,हौस्लफजाए,215.27457237243652,12,10,9,0,4,0.4,0.4,0.6,0.3,0.9
2264,sabajooniyar,सबजूनियर,सबजूनियार,235.2609634399414,12,8,9,0,1,0.1111111111111111,0.125,0.8888888888888888,0.875,1.125
2265,gairmoujoodagee,गैरमौजूदगी,गैरमौजूदगी,267.4243450164795,15,10,10,1,0,0.0,0.0,1.0,1.0,1.0
2266,streshan,स्ट्रेशन,स्त्रेषण,189.85509872436523,8,8,8,0,3,0.375,0.375,0.625,0.625,1.0
2267,wivekadhikaron,विवेकाधिकारों,विवेकाधिकारों,310.45007705688477,14,13,13,1,0,0.0,0.0,1.0,1.0,1.0
2268,rattebaazi,रट्टेबाजी,रत्तेबाज़ी,243.41273307800293,10,9,10,0,3,0.3,0.3333333333333333,0.7,0.6666666666666666,1.1111111111111112
2269,swayam,स्वयँ,स्वयं,150.57849884033203,6,5,5,0,1,0.2,0.2,0.8,0.8,1.0
2270,jyada,ज़्यादा,ज्यादा,167.95587539672852,5,7,6,0,1,0.14285714285714285,0.14285714285714285,0.8571428571428572,0.2857142857142857,0.8571428571428571
2271,premfalah,प्रेमफलः,प्रेमफलाह,237.85781860351562,9,8,9,0,2,0.2222222222222222,0.25,0.7777777777777778,0.875,1.125
2272,reconnecting,रिकनेक्टिंग,रिकनेक्टिंग,270.0629234313965,12,11,11,1,0,0.0,0.0,1.0,1.0,1.0
